Client_ID,Professionals_Count,Students_Count,Observers_Count,Course_Start_Date,Practical_Hours,Theory_Hours,Registration_Days_Before,Origin_Country,Catering_Package,Welcome_Gift_Type,Requested_Lab_Config,Assigned_Lab_Config,Prev_Course_Dropouts,Prev_Course_Attended,Pre_Course_Supports_Tickets,Physical_Course_Kits,Waiting_List_Days,Registration_Changes,Enrollment_Type,Lanyard_Color,Client_Category,Submission_Source,Returning_Client,Agent_ID,Company_ID,Payment_Terms,Daily_Tuition_Cost,Dropped_Course
10582,1,0.0,0,2016-09-08,0,1,16.0,DEU,Standard (Coffee Only),USB Drive,Standard PC (Windows),Laptop Docking Station,0,0,1,0.0,0,0,General Admission,Red,SAAS & SOFTWARE HOUSES,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,138.0,0
76563,2,0.0,0,2017-01-01,1,0,20.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,  Affiliated Admission ,Blue,big tech & multinationals,B2B Platforms & Resellers,0,,,Pay Upon Start,65.0,0
12845,2,0.0,0,2016-04-16,2,1,11.0, PRT  ,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,2,0.0,0,0,General Admission,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,,,PAY !UPON START,109.67,0
70893,1,0.0,0,2016-04-11,1,0,13.0,CHN,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,95.0,1
47572,2,0.0,0,2015-09-17,0,2,195.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),1,0,0,0.0,0,0,General Admission,Blue,traditional it & telecomm,B2B Platforms & Resellers,0,300.0,,Pay Upon Start,48.0,1
22738,2,0.0,0,2016-12-08,0,2,517.0,PRT,Standard (Coffee Only),USB Drive,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Black,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,Prepaid (Non-Refundable),62.8,1
40551,1,0.0,0,2017-04-24,1,3,102.0,IRL,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,1,Affiliated Admission,Red,Big Tech & Multinationals,B2B Platforms & Resellers,0,,5142.0,Pay Upon Start,90.0,0
2999,2,0.0,0,2017-03-19,2,2,119.0,GBR,no food plan,Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,2,0.0,0,0,General Admission,Orange,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,74.8,0
49823,1,0.0,0,2016-10-30,2,5,23.0,PRT,No Food Plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Red,SaaS & Software Houses,B2B Platforms & Resellers,0,158.0,,Pay Upon Start,89.64,1
64099,2,0.0,0,2016-09-26,1,2,418.0,DEU,Lunch Included,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,223,0,Affiliated Admission,Black,Traditional IT & Telecomm,B2B Platforms & Resellers,0,199.0,,Pay Upon Start,107.0,0
4192,1,0.0,0,2016-05-16,1,2,63.0,IND,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,1,Affiliated Admission,Blue,Industrial Tech & IoT,B2B Platforms & Resellers,0,,5176.0,Pay Upon Start,130.0,0
31274,2,0.0,0,2016-04-14,0,3,101.0,PRT,Standard (Coffee Only),USB Drive,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Red,Big Tech & Multinationals,b2b platforms & resellers,0,,,Prepaid (Non-Refundable),130.0,1
22199,1,0.0,0,2015-11-18,0,3,,  PRT  ,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Linux Workstation,0,0,0,0.0,87,1,Affiliated Admission,Blue,Big Tech & Multinationals,B2B Platforms & Resellers,0,129.0,,Pay Upon Start,65.0,0
73364,2,0.0,0,2016-09-14,0,2,48.0,  PRT ,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,Affiliated Admission,BLACK,Traditional IT & Telecomm,B2B Platforms & Resellers,0,106.0,,Pay Upon Start,130.0,0
56087,2,0.0,0,2016-09-29,0,2,447.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Green,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,Prepaid (Non-Refundable),62.0,1
66326,2,0.0,0,2015-08-07,0,2,36.0,ESP,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,Affiliated Admission, Blue  ,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,Pay Upon Start,62.0,0
9630,2,0.0,0,2017-01-18,0,1,34.0,PRT,Standard (Coffee Only),Branded Notebook,,Standard PC (Windows),0,0,0,0.0,0,0, Affiliated Admission ,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,139.0,, Pay Upon Start ,75.0,1
59236,1,0.0,0,2016-06-14,0,3,13.0,PRT, Standard (Coffee Only)  ,Portable Charger,Standard PC (Windows),Standard PC (Windows),0,4,0,0.0,0,2,General Admission,ORANGE,Industrial Tech & IoT,Dedicated Sales Team,1,,5181.0,Pay Upon Start,65.0,0
60267,2,0.0,0,2016-10-21,0,2,29.0,AUT,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,139.0,1
16495,2,0.0,0,2017-04-26,0,2,96.0,PRT,Standard (Coffee Only),Branded Notebook,,Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Red,Big Tech & Multinationals,B2B Platforms & Resellers,0,129.0,,Prepaid (Non-Refundable),130.0,1
50325,1,0.0,0,2015-11-27,1,2,84.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,1,Affiliated Admission,Blue,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,Pay Upon Start,56.0,0
22725,1,0.0,0,2017-04-06,0,3,69.0,PRT,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Green,Industrial Tech & IoT,DEDICATED SALES TEAM,0,,5029.0,Prepaid (Non-Refundable),85.0,1
52031,2,0.0,0,2015-11-08,2,3,24.0,CN,Standard (Coffee Only),Branded Notebook,Linux Workstation,MacOS Station,0,0,0,0.0,0,1,General Admission, Black ,FinTech & Banking,Direct Website Registration,0,264.0,,Pay Upon Start,95.8,0
28872,2,0.0,0,2016-10-28,2,2,179.0,FRA,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Green,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,  Pay Upon Start ,90.9,0
53470,2,0.0,0,2016-07-09,1,1,49.0,ITA,No Food Plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,,Green,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,  Pay Upon Start  ,105.3,1
43860,2,0.0,0,2016-07-23,1,1,24.0,C?HE,No Food Plan,Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission, Blue  ,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,, Pay Upon Start  ,139.0,0
26830,1,0.0,0,2015-09-13,2,5,18.0,DEU,Standard (Coffee Only),Portable Charger,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Orange,FINTECH & BANKING,Direct Website Registration,0,264.0,,Pay Upon Start,100.43,0
24331,2,0.0,0,2016-10-06,0,2,454.0,PRT,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Green,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,Prepaid (Non-Refundable),62.0,1
59784,2,0.0,0,2016-07-06,0,3,116.0,GBR,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,116.95,0
73229,2,0.0,0,2016-03-18,1,2,18.0,FRA,No Food Plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,  Pay Upon Start  ,97.0,1
7820,2,1.0,0,2017-01-01,1,0,44.0,BRA,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Linux Workstation,0,0,0,0.0,0,3,Affiliated Admission,  Blue  ,Big Tech & Multinationals,B2B Platforms & Resellers,0,,,  Pay Upon Start ,65.0,0
32013,2,0.0,0,2016-04-29,0,1,443.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue, Traditional IT & Telecomm  ,B2B Platforms & Resellers,0,,,Prepaid (Non-Refundable),65.0,1
22477,2,0.0,0,2015-09-17,0,2,,PRT,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),1,0,0,0.0,0,0,General Admission,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,,,Pay Upon Start,48.0,1
44270,2,0.0,0,2016-10-28,1,2,36.0,ITA,No Food Plan,USB Drive,Standard PC (Windows),Linux Workstation,0,0,1,0.0,0,0,General Admission,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,109.0,0
12054,2,0.0,0,2015-10-16,0,2,102.0,PRT,Lunch Included,Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,Affiliated Admission,Black,Traditional IT & Telecomm,b2b platforms & resellers,0,219.0,,Prepaid (Non-Refundable),101.5,1
61847,1,0.0,0,2016-06-22,0,1,1.0,CN,NO FOOD PLAN,Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,104.0,,Pay Upon Start,95.48,0
76789,2,0.0,0,2015-08-23,2,0,3.0,ESP,Standard (Coffee Only),USB Drive,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Blue,FinTech & Banking,Direct Website Registration,0,,,Pay Upon Start,75.0,0
1928,2,0.0,0,2017-03-25,2,1,278.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,orange,Traditional IT & Telecomm,B2B Platforms & Resellers,0,219.0,,Prepaid (Non-Refundable),90.0,1
40261,2,0.0,0,2016-09-30,2,2,164.0,BEL,Standard (Coffee Only),Water Bottle,Linux Workstation,Linux Workstation,0,0,1,0.0,0,0,General Admission,Blue,  SaaS & Software Houses ,B2B Platforms & Resellers,0,,,  Pay Upon Start  ,126.9,0
63896,2,0.0,0,2016-09-28,0,4,100.0,PRT,Standard (Coffee Only),USB Drive,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,AFFILIATED ADMISSION,Black,Traditional IT & Telecomm,B2B Platforms & Resellers,0,144.0,,Pay Upon Start,100.0,1
77597,3,0.0,0,2017-04-01,1,1,194.0,FRA,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Linux Workstation,0,0,0,0.0,0,0,general admission,Black,Traditional IT & Telecomm,B2B Platforms & Resellers,0,224.0,,Pay Upon* Start,105.0,0
31186,1,0.0,0,2015-09-17,0,1,335.0,PRT,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),1,0,0,0.0,0,0,General Admission,B!lack,Traditional IT & Telecomm,B2B Platforms & Resellers,0,142.0,,PREPAID (NON-REFUNDABLE),55.0,1
52747,2,0.0,0,2015-08-19,0,4,135.0,PRT,No Food Plan,Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,262.0,,Pay Upon Start,55.08,1
77909,3,0.0,0,2016-08-22,1,0,179.0,GBR,Standard (Coffee Only),Branded Notebook,Linux Workstation,Linux Workstation,0,0,0,0.0,0,0,Affiliated Admis!sion,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,137.7,0
27626,2,0.0,0,2015-10-26,1,2,31.0,FRA,Standard (Coffee Only),Branded Notebook,Linux Workstation,Linux Workstation,0,0,1,0.0,0,0,*Organizational Arrangement,Blue,Trad*itional IT & Telecomm,B2B Platforms & Resellers,0,224.0,,Pay Upon Start,81.0,0
31775,1,2.0,0,2016-10-15,2,4,81.0,IND,Standard (Coffee Only),Branded Notebook,Dual Monitor Setup,Dual Monitor Setup,0,0,0,0.0,0,0,General Admission,Red,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,190.8,1
27309,1,0.0,0,2016-05-09,1,0,0.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,1.0,0,0,Affiliated Admission,Blue,FinTech & Banking,Direct Website Registration,0,264.0,,Pay Upon Start,102.0,0
65233,3,0.0,0,2016-10-05,0,2,29.0,FRA,Standard (Coffee Only),Branded Notebook,Linux Workstation,Linux Workstation,0,0,3,0.0,0,0,General Admission,Red,SaaS & Software Houses,B2B Platforms & Resellers,0,,,Pay Upon Start,201.25,0
13594,2,0.0,0,2015-10-28,0,3,72.0,ISR,STANDARD (COFFEE ONLY),Branded Notebook,Standard PC (Windows),Linux Workstation,0,0,0,0.0,58,0,Affiliated Admission,Blue,Big Tech & Multinationals,B2B Platfo!rms & Resellers,0,320.0,,Pay Upon Start,85.67,0
46665,2,0.0,0,2016-11-25,0,2,130.0,NLD,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,2,0.0,0,0,General Admission,BLUE,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,90.0,0
11571,2,0.0,0,2016-01-02,0,1,18.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,109.0,0
2032,2,0.0,0,2017-04-09,1,0,0.0,AGO,No Food Plan,USB Drive,Standard PC (Windows),Standard PC (Windows),0,0,2,0.0,0,0,General Admission,Blue,SaaS & Software Houses,Direct Website Registration,0,,,PAY UPON START,135.0,0
75129,2,0.0,0,2015-11-06,1,2,123.0,FRA,Standard (Coffee Only),Branded Notebook,,Standard PC (Windows),0,0,0,0.0,0,0,Affiliated Admission,Black,Big Tech & Multinationals,  B2B Platforms & Resellers  ,0,218.0,,Pay Upon Start,60.0,0
64356,2,0.0,0,2016-02-26,1,2,47.0,ESP,No Food Plan,Portable Charger,Standard PC (Windows),Standard PC (Windows),0,0,1,1.0,0,0,General Admission,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,81.5,0
48392,1,0.0,0,2017-03-24,0,2,116.0,FRA,standard (coffee only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,1,AFFILIATED ADMISSION,Black,Big Tech & Multinationals,B2B Platforms & Resellers,0,178.0,,Pay Upon Start,90.0,0
72227,1,0.0,0,2016-04-19,0,2,103.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,133.0,,prepaid (non-refundable),115.0,1
53084,1,0.0,0,2015-07-18,2,2,88.0,PRT,Standard (Coffee Only),USB Drive,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,68.0,1
31064,1,0.0,0,2017-01-14,0,1,0.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,2,General Admission,Blue,FinTech & Banking,Direct Website Registration,0,,,Pay Upon Start,78.0,0
36399,1,0.0,0,2016-01-12,0,1,1.0,PRT,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,5,0,0.0,0,0,General Admission,Red,Industrial Tech & IoT,Dedicated Sales Team,1,,5181.0,Pay Upon Start,66.0,0
20297,2,0.0,0,2016-05-31,0,1,9.0,ESP,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B PLATFORMS & RESELLERS,0,184.0,,  Pay Upon Start  ,111.35,1
10281,2,0.0,0,2016-03-11,2,2,25.0,FRA,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,96.0,0
33481,2,0.0,0,2015-07-15,0,2,271.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,,0,0,Affiliated Admission,Blue,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,Pay Upon Start,62.0,0
57991,2,0.0,0,2015-12-04,2,2,134.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,91,0,Ge*neral Admission,Black, Traditional IT & Telecomm ,B2B Platforms & Resellers,0,205.0,,Prepaid (Non-Refundable),65.0,1
75803,2,0.0,0,2017-02-02,0,2,573.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,  Orange ,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,Prepaid (Non-Refundable),62.0,1
28338,2,0.0,0,2017-01-08,2,1,75.0,  USA ,Standard (Coffee Only),Branded Notebook,Linux Workstation,Linux Workstation,0,0,0,0.0,0,1,Affiliated Admission,Red,Big Tech & Multinationals,B2B Platforms & Resellers,0,193.0,,Pay Upon Start,67.0,0
76723,2,0.0,0,2016-03-21,2,5,103.0,tun,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,3,GENERAL ADMISSION,Black,SaaS* & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,83.66,1
15925,2,0.0,0,2016-11-02,0,1,0.0,PRT, Standard (Coffee Only)  ,USB Drive,Linux Workstation,Linux Workstation,0,0,0,0.0,0,3,Organizational Arrangement,Black,Industrial Tech & IoT,  Dedicated Sales Team  ,1,,5152.0,Pay Upon Start,84.0,0
24180,2,0.0,0,2015-08-20,0,2,307.0,prt,Standard (Coffee Only),USB Drive,Standard PC (Windows),Standard PC (Windows),1,0,0,0.0,0,0,Affiliated Admission,Blue,Big Tech & Multinationals,B2B Platforms & Resellers,1,218.0,,pay upon start,62.8,1
14944,2,0.0,0,2015-07-08,0,2,264.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,Affiliated Admission,Blue,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,Pay Upon Start,62.0,0
41564,2,0.0,0,2016-10-21,2,4,82.0,TUN,Standard (Coffee Only),Portable Charger,Linux Workstation,Linux Workstation,0,0,2,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,pay upon start,123.0,1
3983,2,0.0,0,2015-09-25,0,2,16.0,ITA,Standard (Coffee Only),USB Drive,Standard PC (Windows),Linux Workstation,0,0,0,0.0,0,1,Affiliated Admission,Blue,Big Tech & Multinationals,  B2B Platforms & Resellers ,0,218.0,,Pay Upon Start,170.0,0
70994,2,2.0,0,2016-04-08,2,2,4.0,GBR,Standard (Coffee Only),Branded Notebook,High-GPU Unit,High-GPU Unit,0,0,2,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,104.0,,Pay Upon Start,221.39,0
62025,1,0.0,0,2016-07-06,2,4,245.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,,,Prepaid (Non-Refundable),110.0,1
44458,1,0.0,0,2015-11-23,1,1,3.0,PRT,standard (coffee only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,1,0,0.0,0,0,General Admission,Blue,Industrial Tech & IoT,DEDICATED SALES TEAM,1,,5181.0,Pay Upon Start,65.0,0
25822,2,0.0,0,2016-09-04,1,0,52.0,CHN,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,saas & software houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,98.82,1
78280,2,0.0,0,2016-08-30,0,4,47.0,FRA,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,2,0.0,0,0,Ge*neral Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,109.8,0
12504,2,0.0,0,2015-09-28,1,1,346.0,PRT,Standard (Coffee Only),USB Drive,Standard PC (Windows),Standard PC (Windows),1,0,0,0.0,0,0,Contractual Agreement,Black,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,Prepaid (Non-Refundable),62.0,1
68943,2,0.0,0,2016-12-02,2,2,75.0,ESP,No Food Plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission, Blue ,SaaS & Software Houses,B2B Platforms & Resellers,0,,,Pay Upon Start,74.8,1
32076,2,0.0,0,2015-08-22,2,1,309.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),1,0,0,0.0,0,0,AFFILIATED ADMISSION,Black,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,PAY UPON START,62.8,1
79169,2,0.0,0,2016-10-29,1,1,0.0,FRA,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,saas & software houses,B2B Platforms & Resellers,0,104.0,,Pay Upon Start,117.04,0
77474,2,0.0,0,2016-05-01,2,2,71.0,GBR,Standard (Coffee Only),Branded Notebook,Linux Workstation,Linux Workstation,0,0,0,0.0,0,0,  General Admission ,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,132.6,1
35484,2,0.0,0,2016-09-23,1,2,19.0,DEU,STANDARD (COFFEE ONLY),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Blue,SaaS & Software Houses,  B2B Platforms & Resellers ,0,184.0,,Pay Upon Start,159.0,1
14609,1,0.0,0,2015-11-20,0,2,32.0,PRT,Standard (Coffee Only),USB Drive,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,Affiliated Admission,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,133.0,,Pay Upon Start,73.0,0
48990,2,0.0,0,2015-10-22,2,3,8.0,FRA,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,1,!General Admission,BLUE,FinTech & Banking,Direct Website Registration,0,264.0,,Pay Upon Start,96.9,0
32631,2,0.0,0,2016-05-28,0,1,2.0,,Standard (Coffee Only),Portable Charger,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,General Admission,Red,  SaaS & Software Houses ,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,161.0,0
55147,2,2.0,0,2016-09-24,2,4,62.0,D!EU,Standard (Coffee Only),USB Drive,Dual Monitor Setup,High-GPU Unit,0,0,1,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,207.9,0
46184,2,0.0,0,2016-11-16,2,4,139.0,PRT,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,Traditional IT & Telecomm,  B2B Platforms & Resellers  ,0,169.0,,Pay Upon Start,68.0,1
49587,2,0.0,0,2016-06-19,2,3,27.0,ARE,Standard (Coffee Only),Branded Notebook,Linux Workstation,Linux Workstation,0,0,0,0.0,0,0,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,pay upon start,137.76,1
44713,1,0.0,0,2016-10-18,0,1,1.0,PRT,Standard (Coffee Only),Water Bottle,Linux Workstation,Linux Workstation,0,0,0,0.0,0,0,General Admission,Blue,Traditional IT & Telecomm,B2B Platforms & Resellers,0,189.0,,Pay Upon Start,107.0,1
45009,2,0.0,0,2016-04-17,2,1,45.0,PRT,Standard (Coffee Only),Water Bottle,Linux Workstation,Linux Workstation,0,0,1,0.0,0,0,General Admission,Black,SaaS & Software Houses,B2B Platforms & Resellers,0,158.0,,Pay Upon Start,112.8,1
67254,2,0.0,0,2017-03-27,1,1,158.0,ISR,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,0,Affiliated Admission,Blue,Big Tech & Multinationals,B2B Platforms & Resellers,0,320.0,,Pay Upon Start,95.0,0
20550,2,0.0,0,2015-09-24,2,4,342.0,PRT,Standard (Coffee Only),Portable Charger,Standard PC (Windows),Standard PC (Windows),1,0,0,0.0,0,0,General Admission,Blue,Big Tech & Multinationals,,0,,,Prepaid (Non-Refundable),170.0,1
71318,1,0.0,0,2016-06-20,1,0,3.0,DEU,,USB Drive,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Green,SaaS & Software Houses,B2B Platforms & Resellers,0,,,Pay Upon Start,123.0,0
46817,2,0.0,0,2016-08-22,1,3,205.0,FRA,No Food Plan,Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,1,0.0,0,2,General Admission,Blue,SaaS & Software Houses,B2B Platforms & Resellers,0,184.0,,Pay Upon Start,89.25,0
49138,1,0.0,0,2017-04-05,0,1,4.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0, General Admission  ,Black,Non-Profit & EduTech,Direct Website Registration,0,,,Pay Upon Start,0.0,1
19601,1,0.0,0,2016-10-10,1,2,180.0,FRA,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,1,Affiliated Admission,Orange,Traditional IT & Telecomm,B2B Platforms & Resellers,0,,,Pay Upon Start,120.0,0
72191,2,0.0,0,2015-08-17,1,1,304.0,PRT,STANDARD (COFFEE ONLY),Branded Notebook,Standard PC (Windows),Standard PC (Windows),1,0,0,0.0,0,0,AFFILIATED ADMISSION,Orange,Big Tech & Multinationals,B2B Platforms & Resellers,0,218.0,,Prepaid (Non-Refundable),62.0,1
42217,2,0.0,0,2016-10-16,1,0,286.0,PRT,Standard (Coffee Only),Branded Notebook,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,B*lack,Traditional IT & Telecomm,b2b platforms & resellers,0,,,Prepaid (Non-Refundable),90.0,1
6064,2,0.0,0,2016-11-25,0,2,107.0,ESP,Standard (Coffee Only),Water Bottle,Standard PC (Windows),Standard PC (Windows),0,0,0,0.0,0,0,General Admission,Blue,Traditional IT & Telecomm,B2B PLATFORMS & RESELLERS,0,224.0,,Pay Upon Start,68.0,0
